,City,Country,Latitude,Longitude,Temparature,Humidity,Cloudiness,Wind Speed,Current Weather
1130,Matara,PE,-13.74,-72.9,8.61,91,76,0.8,light rain
1132,Tacoronte,ES,28.48,-16.41,16.21,59,0,1.0,clear sky
1133,Oytal,KZ,42.91,73.27,0.73,91,92,1.25,overcast clouds
1134,Dikson,RU,73.51,80.55,-21.0,82,36,12.7,scattered clouds
1136,San Carlos De Bariloche,AR,-41.13,-71.31,19.0,39,0,9.3,clear sky
1137,Birobidzhan,RU,48.79,132.93,-6.07,58,0,3.18,clear sky
1138,Mataura,NZ,-46.19,168.86,11.11,82,48,4.92,light rain
1139,Upernavik,GL,72.79,-56.15,-17.47,100,44,7.3,scattered clouds
1140,Albany,US,42.65,-73.75,-8.79,43,90,9.3,overcast clouds
1141,Sioux Lookout,CA,50.1,-91.92,-15.0,50,75,3.6,broken clouds
1142,Hobart,AU,-42.88,147.33,15.15,50,20,3.6,few clouds
1143,Maxixe,MZ,-23.86,35.35,26.13,94,0,6.5,clear sky
1144,Norman Wells,CA,65.28,-126.83,-4.0,68,40,8.7,scattered clouds
1145,Carnarvon,ZA,-30.97,22.13,13.23,53,0,3.45,clear sky
1146,Kapaa,US,22.08,-159.32,24.55,53,1,8.7,clear sky
1147,Hambantota,LK,6.12,81.12,25.51,100,68,2.4,broken clouds
1148,Port Alfred,ZA,-33.59,26.89,17.48,71,12,3.13,few clouds
1149,Nuuk,GL,64.17,-51.74,-3.7,68,20,7.2,few clouds
1150,Mar Del Plata,AR,-46.43,-67.52,19.68,37,0,8.3,clear sky
1151,Provideniya,RU,64.42,-173.23,0.0,91,40,10.0,scattered clouds
1152,Zabkowice Slaskie,PL,50.59,16.81,1.94,87,0,4.6,mist
1153,Nishihara,JP,35.74,139.53,6.72,51,90,2.1,overcast clouds
1154,Kodiak,US,39.95,-94.76,-1.43,74,90,2.1,overcast clouds
1155,Joaima,BR,-16.65,-41.03,25.48,65,32,1.7,scattered clouds
1156,Ancud,CL,-41.87,-73.83,15.03,68,0,3.08,clear sky
1157,Castro,CL,-42.48,-73.76,14.18,74,0,3.5,clear sky
1158,Georgetown,GY,6.8,-58.16,27.18,78,20,4.1,few clouds
1159,Nabire,ID,-3.36,135.5,23.48,89,32,0.88,scattered clouds
1160,Nanortalik,GL,60.14,-45.24,-1.65,100,0,7.05,clear sky
1161,Rikitea,PF,-23.12,-134.97,26.93,99,88,4.63,overcast clouds
1163,Port Alfred,ZA,-33.59,26.89,17.48,71,12,3.13,few clouds
1164,Jamestown,AU,-33.21,138.6,25.01,70,0,3.23,clear sky
1165,Ponta Delgada,PT,37.73,-25.67,13.38,62,40,7.7,scattered clouds
1166,Butaritari,KI,3.07,172.79,27.61,100,88,7.43,light rain
1167,Jamestown,AU,-33.21,138.6,25.01,70,0,3.23,clear sky
1168,Tiksi,RU,71.64,128.87,-26.82,46,0,1.68,clear sky
1171,Havoysund,NO,71.0,24.66,-0.67,92,90,7.2,light snow
1172,Jamestown,AU,-33.21,138.6,25.01,70,0,3.23,clear sky
1174,Hermanus,ZA,-34.42,19.24,15.0,74,56,0.45,broken clouds
1175,Geraldton,CA,49.72,-86.95,-15.0,42,75,4.1,broken clouds
1176,Punta Arenas,CL,-53.16,-70.91,10.75,53,0,7.7,clear sky
1177,San Juan,AR,-31.54,-68.53,20.63,52,0,2.1,clear sky
1178,Khash,IR,28.22,61.21,-2.82,55,0,1.2,clear sky
1179,Kodiak,US,39.95,-94.76,-1.43,74,90,2.1,overcast clouds
1180,Bluff,AU,-23.58,149.07,27.83,42,0,5.03,clear sky
1181,Severo-Kurilsk,RU,50.68,156.12,-5.72,100,44,7.43,scattered clouds
1182,Castro,CL,-42.48,-73.76,14.18,74,0,3.5,clear sky
1183,Vaini,IN,15.34,74.49,12.53,75,0,0.58,clear sky
1184,Esperance,TT,10.24,-61.45,25.82,78,20,4.1,few clouds
1185,Ushuaia,AR,-54.81,-68.31,7.69,70,40,13.9,scattered clouds
1186,Shingu,JP,33.72,135.99,6.0,45,0,3.6,clear sky
1188,Huilong,CN,28.89,110.18,3.88,95,92,2.45,light rain
1189,Opuwo,NA,-18.06,13.84,19.01,69,0,1.65,clear sky
1190,Arraial Do Cabo,BR,-22.97,-42.02,26.0,88,75,1.5,shower rain
1191,Rikitea,PF,-23.12,-134.97,26.93,99,88,4.63,overcast clouds
1192,Faanui,PF,-16.48,-151.75,28.68,100,0,1.6,clear sky
1193,Rikitea,PF,-23.12,-134.97,26.93,99,88,4.63,overcast clouds
1194,Kibre Mengist,ET,5.87,38.99,14.48,36,0,2.4,clear sky
1195,Poronaysk,RU,49.22,143.1,-7.85,69,0,4.63,clear sky
1197,Puerto Ayora,EC,-0.74,-90.35,30.0,66,20,5.1,few clouds
1198,Ushuaia,AR,-54.81,-68.31,7.69,70,40,13.9,scattered clouds
1199,Souillac,FR,45.6,-0.6,7.34,81,0,1.0,clear sky
1200,Sainte-Luce,FR,44.85,5.91,6.45,59,0,0.65,clear sky
1201,Port Alfred,ZA,-33.59,26.89,17.48,71,12,3.13,few clouds
1202,Busselton,AU,-33.64,115.35,18.66,54,36,7.58,scattered clouds
1203,Messina,IT,38.19,15.55,8.48,66,40,3.1,scattered clouds
1204,Rikitea,PF,-23.12,-134.97,26.93,99,88,4.63,overcast clouds
1205,Tuktoyaktuk,CA,69.44,-133.03,-14.0,84,40,4.1,scattered clouds
1206,Mataura,NZ,-46.19,168.86,11.11,82,48,4.92,light rain
1207,Mayumba,GA,-3.44,10.65,26.48,97,32,3.63,scattered clouds
1209,Ushuaia,AR,-54.81,-68.31,7.69,70,40,13.9,scattered clouds
1210,Aleppo,SY,36.2,37.17,9.03,95,92,4.15,light rain
1211,Xam Nua,LA,20.42,104.04,11.83,91,0,0.8,clear sky
1212,Tura,IN,25.52,90.21,12.18,87,8,1.43,clear sky
1213,San Rafael,AR,-34.61,-68.33,19.23,37,0,3.18,clear sky
1214,Te Anau,NZ,-45.41,167.72,10.53,67,56,4.4,light rain
1215,Bayir,TR,37.27,28.22,8.92,66,0,3.6,clear sky
1216,Port Alfred,ZA,-33.59,26.89,17.48,71,12,3.13,few clouds
1217,Lata,IN,30.78,78.62,-2.12,100,92,0.83,light rain
1218,Aksu,KZ,52.04,76.93,-3.0,86,90,8.0,overcast clouds
1219,Guarapuava,BR,-25.4,-51.46,17.68,98,92,1.15,moderate rain
1220,Bontang,ID,0.12,117.47,27.58,92,44,6.55,scattered clouds
1221,Punta Arenas,CL,-53.16,-70.91,10.75,53,0,7.7,clear sky
1222,Te Anau,NZ,-45.41,167.72,10.53,67,56,4.4,light rain
1223,Qaanaaq,GL,77.48,-69.36,-25.35,81,20,2.78,few clouds
1224,Latung,ID,-8.45,120.42,24.93,89,20,1.55,few clouds
1225,Guerrero Negro,MX,27.97,-114.04,19.53,51,8,4.2,clear sky
1226,Brae,GB,60.4,-1.35,6.56,100,56,4.6,mist
1227,Bluff,AU,-23.58,149.07,27.83,42,0,5.03,clear sky
1228,Busselton,AU,-33.64,115.35,18.66,54,36,7.58,scattered clouds
1229,Yellowknife,CA,62.45,-114.38,-7.86,72,75,4.6,broken clouds
1230,New Norfolk,AU,-42.78,147.06,15.04,50,20,3.6,few clouds
1231,Broome,GB,52.47,1.45,5.54,80,0,2.6,clear sky
1232,Kawalu,ID,-7.38,108.21,20.43,91,8,0.88,clear sky
1233,Kodiak,US,39.95,-94.76,-1.43,74,90,2.1,overcast clouds
1234,Bluff,AU,-23.58,149.07,27.83,42,0,5.03,clear sky
1235,Ilulissat,GL,69.22,-51.1,-18.0,84,20,2.1,few clouds
1236,Qaanaaq,GL,77.48,-69.36,-25.35,81,20,2.78,few clouds
1237,Torbay,CA,47.66,-52.73,-5.05,85,90,12.3,overcast clouds
1238,Rio Gallegos,AR,-51.62,-69.22,13.0,75,0,12.9,clear sky
1239,Carnarvon,ZA,-30.97,22.13,13.23,53,0,3.45,clear sky
1240,Houma,CN,35.63,111.36,-3.75,89,12,1.05,few clouds
1241,Albany,US,42.65,-73.75,-8.79,43,90,9.3,overcast clouds
1242,Port Augusta,AU,-32.49,137.76,26.34,78,0,3.1,clear sky
1243,Vaini,IN,15.34,74.49,12.53,75,0,0.58,clear sky
1244,Moengo,SR,5.62,-54.4,24.88,80,76,2.15,broken clouds
1245,Rocha,UY,-34.48,-54.34,12.51,64,0,2.8,clear sky
1246,Salamiyah,SY,35.01,37.05,8.23,93,76,9.03,light rain
1248,Klaksvik,FO,62.23,-6.59,8.0,81,0,4.1,clear sky
1249,Mataura,NZ,-46.19,168.86,11.11,82,48,4.92,light rain
1250,Bluff,AU,-23.58,149.07,27.83,42,0,5.03,clear sky
1251,Ewa Beach,US,21.32,-158.01,23.74,47,75,4.6,broken clouds
1252,Bethel,US,60.79,-161.76,3.03,96,75,4.6,broken clouds
1253,Klaksvik,FO,62.23,-6.59,8.0,81,0,4.1,clear sky
1255,Kahului,US,20.89,-156.47,20.72,73,90,7.2,heavy intensity rain
1256,Hermanus,ZA,-34.42,19.24,15.0,74,56,0.45,broken clouds
1257,Klaksvik,FO,62.23,-6.59,8.0,81,0,4.1,clear sky
1258,Coquimbo,CL,-29.95,-71.34,17.0,82,40,3.6,scattered clouds
1259,Mino,JP,35.54,136.91,5.18,74,75,0.5,broken clouds
1260,Saskylakh,RU,71.97,114.09,-33.5,43,0,2.83,clear sky
1261,Puerto Ayora,EC,-0.74,-90.35,30.0,66,20,5.1,few clouds
1262,Esperance,TT,10.24,-61.45,25.82,78,20,4.1,few clouds
1263,Tautira,PF,-17.73,-149.15,30.0,70,40,5.1,scattered clouds
1264,Klaksvik,FO,62.23,-6.59,8.0,81,0,4.1,clear sky
1265,Busselton,AU,-33.64,115.35,18.66,54,36,7.58,scattered clouds
1266,Luderitz,NA,-26.65,15.16,18.26,74,0,8.08,clear sky
1268,Punta Arenas,CL,-53.16,-70.91,10.75,53,0,7.7,clear sky
1269,Busselton,AU,-33.64,115.35,18.66,54,36,7.58,scattered clouds
1270,Cape Town,ZA,-33.93,18.42,15.63,82,0,1.0,clear sky
1272,Tasiilaq,GL,65.61,-37.64,-1.0,92,92,1.5,light snow
1273,Namibe,AO,-15.19,12.15,24.73,100,56,2.93,broken clouds
1274,Albany,US,42.65,-73.75,-8.79,43,90,9.3,overcast clouds
1275,Okhotsk,RU,59.36,143.24,-21.77,100,8,3.03,clear sky
1277,Codrington,AU,-28.95,153.24,23.05,60,80,1.5,broken clouds
1278,Caravelas,BR,-17.73,-39.27,28.88,100,8,8.2,clear sky
1279,Ha Tinh,VN,18.33,105.9,23.08,97,92,1.15,light rain
1280,Hamilton,BM,32.3,-64.78,16.77,59,75,5.7,broken clouds
1281,Vaini,IN,15.34,74.49,12.53,75,0,0.58,clear sky
1282,Ahipara,NZ,-35.17,173.16,22.26,65,0,3.68,clear sky
1283,Axim,GH,4.87,-2.24,28.26,98,68,4.4,broken clouds
1284,Teknaf,BD,20.86,92.31,18.01,93,24,1.25,few clouds
1285,Vaini,IN,15.34,74.49,12.53,75,0,0.58,clear sky
1286,Talnakh,RU,69.49,88.39,-23.57,68,48,1.33,scattered clouds
1287,Vaini,IN,15.34,74.49,12.53,75,0,0.58,clear sky
1288,Karup,DK,56.31,9.17,3.39,93,0,1.0,mist
1289,Albany,US,42.65,-73.75,-8.79,43,90,9.3,overcast clouds
1290,Castro,CL,-42.48,-73.76,14.18,74,0,3.5,clear sky
1291,Shenzhen,CN,22.54,114.05,19.26,88,75,5.0,mist
1292,Hermanus,ZA,-34.42,19.24,15.0,74,56,0.45,broken clouds
1293,Rikitea,PF,-23.12,-134.97,26.93,99,88,4.63,overcast clouds
1295,Maragogi,BR,-9.01,-35.22,26.36,91,92,3.35,overcast clouds
1296,Ushuaia,AR,-54.81,-68.31,7.69,70,40,13.9,scattered clouds
1297,Sukhoy Log,RU,56.9,62.03,-11.0,71,76,2.48,broken clouds
1298,Leningradskiy,RU,69.38,178.42,-9.85,83,0,9.35,clear sky
1299,Dakar,SN,14.69,-17.45,21.07,72,20,6.2,dust
1300,Lyndon,US,38.61,-95.68,-0.61,68,90,3.1,overcast clouds
1302,Atar,MR,20.52,-13.05,17.18,19,0,5.75,clear sky
1303,Namatanai,PG,-3.66,152.44,28.33,98,80,3.25,moderate rain
1304,Avarua,CK,-21.21,-159.78,29.0,66,0,7.2,clear sky
1305,Vanimo,PG,-2.67,141.3,27.63,100,64,2.38,broken clouds
1306,Bluff,AU,-23.58,149.07,27.83,42,0,5.03,clear sky
1307,Dawson Creek,CA,55.76,-120.23,-4.72,49,1,2.1,clear sky
1308,Santa Maria Del Oro,MX,25.95,-105.37,21.88,13,0,2.03,clear sky
1309,Vaini,IN,15.34,74.49,12.53,75,0,0.58,clear sky
1310,Sao Felix Do Xingu,BR,-6.64,-51.99,21.98,97,88,1.35,overcast clouds
1311,Dikson,RU,73.51,80.55,-21.0,82,36,12.7,scattered clouds
1312,Nanortalik,GL,60.14,-45.24,-1.65,100,0,7.05,clear sky
1314,Qaanaaq,GL,77.48,-69.36,-25.35,81,20,2.78,few clouds
1315,Cape Town,ZA,-33.93,18.42,15.63,82,0,1.0,clear sky
1316,Chokurdakh,RU,70.62,147.9,-30.75,34,64,3.45,broken clouds
1317,Bam,IR,29.11,58.36,-3.12,58,0,1.2,clear sky
1318,Torbay,CA,47.66,-52.73,-5.05,85,90,12.3,overcast clouds
1319,Georgetown,GY,6.8,-58.16,27.18,78,20,4.1,few clouds
1320,Ushuaia,AR,-54.81,-68.31,7.69,70,40,13.9,scattered clouds
1321,Ushuaia,AR,-54.81,-68.31,7.69,70,40,13.9,scattered clouds
1322,Clearlake,US,38.96,-122.63,10.79,87,90,5.7,heavy intensity rain
1323,Egvekinot,RU,66.32,-179.17,-4.15,88,80,7.0,broken clouds
1324,Hermanus,ZA,-34.42,19.24,15.0,74,56,0.45,broken clouds
1325,Port Alfred,ZA,-33.59,26.89,17.48,71,12,3.13,few clouds
1326,Sisimiut,GL,66.94,-53.67,-22.5,62,0,1.33,clear sky
1327,East London,ZA,-33.02,27.91,21.18,100,88,10.65,overcast clouds
1328,Kapaa,US,22.08,-159.32,24.55,53,1,8.7,clear sky
1329,Rikitea,PF,-23.12,-134.97,26.93,99,88,4.63,overcast clouds
1330,New Norfolk,AU,-42.78,147.06,15.04,50,20,3.6,few clouds
1331,Hasaki,JP,35.73,140.83,3.81,48,75,3.1,broken clouds
1332,Mar Del Plata,AR,-46.43,-67.52,19.68,37,0,8.3,clear sky
1333,Nikolskoye,RU,59.7,30.79,-3.38,85,40,1.0,scattered clouds
1334,Nueve De Julio,AR,-31.67,-68.39,20.63,52,0,2.1,clear sky
1335,Longyearbyen,NO,78.22,15.63,-12.0,72,75,1.0,broken clouds
1336,Karratha,AU,-20.74,116.85,27.63,78,0,2.15,clear sky
1337,Albany,US,42.65,-73.75,-8.79,43,90,9.3,overcast clouds
1338,Komsomolskiy,RU,67.55,63.78,-19.67,73,68,8.0,broken clouds
1339,Ushuaia,AR,-54.81,-68.31,7.69,70,40,13.9,scattered clouds
1340,Sandy Bay,AU,-42.9,147.33,15.26,50,20,3.6,few clouds
1341,Guadalupe Y Calvo,MX,26.09,-106.96,18.51,18,8,1.28,clear sky
1342,Ostrovnoy,RU,68.05,39.51,-7.65,86,36,10.45,scattered clouds
1343,Atuona,PF,-9.8,-139.03,27.13,100,12,3.13,few clouds
1344,Albany,US,42.65,-73.75,-8.79,43,90,9.3,overcast clouds
1345,Avarua,CK,-21.21,-159.78,29.0,66,0,7.2,clear sky
1346,Coquimbo,CL,-29.95,-71.34,17.0,82,40,3.6,scattered clouds
1347,Rikitea,PF,-23.12,-134.97,26.93,99,88,4.63,overcast clouds
1348,Hilo,US,19.71,-155.08,22.78,60,40,4.6,scattered clouds
1349,Kibala,TD,9.11,18.35,28.0,28,0,1.38,clear sky
1350,Cherskiy,RU,68.75,161.3,-20.85,81,80,1.05,broken clouds
1351,Carauari,BR,-4.88,-66.9,29.48,60,12,2.25,light rain
1352,Campina Grande,BR,-7.22,-35.88,26.0,83,75,6.2,broken clouds
1353,Rikitea,PF,-23.12,-134.97,26.93,99,88,4.63,overcast clouds
1355,Vagur,FO,61.47,-6.81,8.48,91,68,9.08,broken clouds
1356,Kathmandu,NP,27.71,85.32,11.0,57,75,2.1,broken clouds
1357,Mataura,NZ,-46.19,168.86,11.11,82,48,4.92,light rain
1358,Gamba,CN,28.28,88.52,-24.27,51,36,1.5,scattered clouds
1359,Marawi,PH,8.0,124.29,21.11,79,0,2.68,clear sky
1360,Busselton,AU,-33.64,115.35,18.66,54,36,7.58,scattered clouds
1361,Carauari,BR,-4.88,-66.9,29.48,60,12,2.25,light rain
1362,Pangkalanbuun,ID,-2.68,111.62,23.61,95,68,1.73,broken clouds
1363,San Vicente,SV,13.64,-88.78,30.03,40,0,2.1,smoke
1364,Narsaq,GL,60.91,-46.05,-4.0,58,0,0.5,clear sky
1365,Ushuaia,AR,-54.81,-68.31,7.69,70,40,13.9,scattered clouds
1368,Tucumcari,US,35.17,-103.73,21.22,11,1,9.8,clear sky
1370,Barrow,AR,-38.31,-60.23,10.66,73,8,1.28,clear sky
1371,Punta Arenas,CL,-53.16,-70.91,10.75,53,0,7.7,clear sky
1372,Bluff,AU,-23.58,149.07,27.83,42,0,5.03,clear sky
1374,Tasiilaq,GL,65.61,-37.64,-1.0,92,92,1.5,light snow
1375,Busselton,AU,-33.64,115.35,18.66,54,36,7.58,scattered clouds
1376,Charters Towers,AU,-20.07,146.27,25.38,77,12,4.2,few clouds
1377,Belyy Yar,RU,53.6,91.39,-8.0,85,32,1.2,mist
1379,Kapaa,US,22.08,-159.32,24.55,53,1,8.7,clear sky
1380,Saint-Philippe,CA,45.36,-73.48,-13.85,55,1,2.6,clear sky
1381,Jamestown,AU,-33.21,138.6,25.01,70,0,3.23,clear sky
1382,Shingu,JP,33.72,135.99,6.0,45,0,3.6,clear sky
1383,Verkhnyaya Inta,RU,65.99,60.32,-19.0,70,20,2.38,few clouds
1385,Bayburt,TR,40.26,40.22,-4.62,96,92,1.35,overcast clouds
1386,East London,ZA,-33.02,27.91,21.18,100,88,10.65,overcast clouds
1387,Shingu,JP,33.72,135.99,6.0,45,0,3.6,clear sky
1388,Ciudad Bolivar,VE,8.12,-63.55,30.16,39,0,6.83,clear sky
1389,Miyako,JP,33.63,130.94,8.99,61,0,1.5,clear sky
1390,Mataura,NZ,-46.19,168.86,11.11,82,48,4.92,light rain
1391,Puerto Lempira,HN,15.27,-83.77,26.78,58,56,3.75,broken clouds
1392,Ust-Nera,RU,64.57,143.24,-40.1,75,24,0.93,few clouds
1393,Cape Town,ZA,-33.93,18.42,15.63,82,0,1.0,clear sky
1394,Albany,US,42.65,-73.75,-8.79,43,90,9.3,overcast clouds
1395,Half Moon Bay,US,37.46,-122.43,12.99,71,90,7.2,shower rain
1396,Dikson,RU,73.51,80.55,-21.0,82,36,12.7,scattered clouds
1397,Jamestown,AU,-33.21,138.6,25.01,70,0,3.23,clear sky
1399,Xining,CN,36.62,101.77,-11.52,92,80,1.33,broken clouds
1400,Alta Floresta,BR,-9.87,-56.08,22.78,95,48,0.65,scattered clouds
1401,Gardez,AF,33.6,69.22,-22.75,49,0,1.1,clear sky
1402,Ketchikan,US,55.34,-131.65,6.02,52,1,8.2,clear sky
1403,Vaini,IN,15.34,74.49,12.53,75,0,0.58,clear sky
1404,Hermanus,ZA,-34.42,19.24,15.0,74,56,0.45,broken clouds
1405,Punta Arenas,CL,-53.16,-70.91,10.75,53,0,7.7,clear sky
1406,Puerto Ayora,EC,-0.74,-90.35,30.0,66,20,5.1,few clouds
1407,Albany,US,42.65,-73.75,-8.79,43,90,9.3,overcast clouds
1408,Saint Simons,US,31.14,-81.39,19.49,68,90,2.25,overcast clouds
1409,Baherden,TM,38.44,57.43,1.23,76,0,1.5,clear sky
1410,Manavalakurichi,IN,8.13,77.3,28.0,78,20,1.5,haze
1411,Hithadhoo,MV,-0.6,73.08,27.68,100,36,5.48,scattered clouds
1412,Iqaluit,CA,63.75,-68.52,-18.95,84,75,1.0,light snow
1413,Punta Arenas,CL,-53.16,-70.91,10.75,53,0,7.7,clear sky
1414,Samarai,PG,-10.62,150.67,27.91,100,0,2.9,clear sky
1415,Palmer,AU,-34.85,139.16,28.21,47,0,5.1,clear sky
1416,Bredasdorp,ZA,-34.53,20.04,13.0,76,68,2.1,broken clouds
1418,Clyde River,CA,70.47,-68.59,-31.0,74,40,2.6,scattered clouds
1419,Severo-Kurilsk,RU,50.68,156.12,-5.72,100,44,7.43,scattered clouds
1421,Buchanan,LR,5.88,-10.05,25.0,94,20,3.4,few clouds
1422,Airai,TL,-8.93,125.41,24.38,82,0,0.83,clear sky
1423,Yellowknife,CA,62.45,-114.38,-7.86,72,75,4.6,broken clouds
1424,Tiksi,RU,71.64,128.87,-26.82,46,0,1.68,clear sky
1425,Torbay,CA,47.66,-52.73,-5.05,85,90,12.3,overcast clouds
1426,Albany,US,42.65,-73.75,-8.79,43,90,9.3,overcast clouds
1427,Busselton,AU,-33.64,115.35,18.66,54,36,7.58,scattered clouds
1428,Koulamoutou,GA,-1.13,12.47,22.98,95,88,0.93,overcast clouds
1429,New Norfolk,AU,-42.78,147.06,15.04,50,20,3.6,few clouds
1430,Thompson,CA,55.74,-97.86,-12.0,60,75,6.2,broken clouds
1431,Cape Town,ZA,-33.93,18.42,15.63,82,0,1.0,clear sky
1432,Nerchinskiy Zavod,RU,51.31,119.61,-13.52,61,0,1.13,clear sky
1433,Dikson,RU,73.51,80.55,-21.0,82,36,12.7,scattered clouds
1434,Amahai,ID,-3.31,129.0,28.33,85,12,2.1,few clouds
1435,Bethel,US,60.79,-161.76,3.03,96,75,4.6,broken clouds
1436,Punta Arenas,CL,-53.16,-70.91,10.75,53,0,7.7,clear sky
1437,Punta Arenas,CL,-53.16,-70.91,10.75,53,0,7.7,clear sky
1438,Sitka,US,37.17,-99.65,0.0,60,8,2.85,clear sky
1439,Rikitea,PF,-23.12,-134.97,26.93,99,88,4.63,overcast clouds
1440,Yellowknife,CA,62.45,-114.38,-7.86,72,75,4.6,broken clouds
1441,Bluff,AU,-23.58,149.07,27.83,42,0,5.03,clear sky
1442,Severo-Kurilsk,RU,50.68,156.12,-5.72,100,44,7.43,scattered clouds
1443,Ostrovnoy,RU,68.05,39.51,-7.65,86,36,10.45,scattered clouds
1444,Esperance,TT,10.24,-61.45,25.82,78,20,4.1,few clouds
1445,Dikson,RU,73.51,80.55,-21.0,82,36,12.7,scattered clouds
1446,Bluff,AU,-23.58,149.07,27.83,42,0,5.03,clear sky
1448,Karwar,IN,14.8,74.13,16.66,75,0,0.65,clear sky
1449,Hilo,US,19.71,-155.08,22.78,60,40,4.6,scattered clouds
1450,Vostochnyy,RU,55.82,37.87,-0.52,80,40,5.0,light shower snow
1451,New Norfolk,AU,-42.78,147.06,15.04,50,20,3.6,few clouds
1452,Vaini,IN,15.34,74.49,12.53,75,0,0.58,clear sky
1453,Chapais,CA,49.78,-74.86,-23.0,69,40,4.1,haze
1454,Noumea,NC,-22.28,166.46,27.0,65,76,9.3,broken clouds
1455,Punta Arenas,CL,-53.16,-70.91,10.75,53,0,7.7,clear sky
1456,Carnarvon,ZA,-30.97,22.13,13.23,53,0,3.45,clear sky
1457,Benjamin Constant,BR,-4.38,-70.03,26.0,83,0,2.6,clear sky
1458,Jamestown,AU,-33.21,138.6,25.01,70,0,3.23,clear sky
1459,Waipawa,NZ,-39.94,176.59,21.01,48,0,5.25,clear sky
1461,Iqaluit,CA,63.75,-68.52,-18.95,84,75,1.0,light snow
1462,Hilo,US,19.71,-155.08,22.78,60,40,4.6,scattered clouds
1463,Qaanaaq,GL,77.48,-69.36,-25.35,81,20,2.78,few clouds
1464,Paamiut,GL,61.99,-49.67,-2.62,98,0,3.7,clear sky
1465,Namibe,AO,-15.19,12.15,24.73,100,56,2.93,broken clouds
1466,Georgetown,GY,6.8,-58.16,27.18,78,20,4.1,few clouds
1467,Bud,NO,62.91,6.91,5.85,61,44,7.7,scattered clouds
1468,Bluff,AU,-23.58,149.07,27.83,42,0,5.03,clear sky
1469,Saint George,GR,39.45,22.34,6.45,65,75,2.1,broken clouds
1470,Vaini,IN,15.34,74.49,12.53,75,0,0.58,clear sky
1471,Trat,TH,12.25,102.51,27.78,62,0,1.65,clear sky
1472,Albany,US,42.65,-73.75,-8.79,43,90,9.3,overcast clouds
1473,Honningsvag,NO,70.98,25.97,-0.65,100,90,4.6,light shower snow
1474,Presidente Epitacio,BR,-21.76,-52.12,22.03,99,44,3.93,moderate rain
1475,Sabang,PH,13.72,123.58,24.08,94,76,4.28,light rain
1476,Hilo,US,19.71,-155.08,22.78,60,40,4.6,scattered clouds
1477,Mar Del Plata,AR,-46.43,-67.52,19.68,37,0,8.3,clear sky
1479,Chapais,CA,49.78,-74.86,-23.0,69,40,4.1,haze
1480,Sao Miguel,BR,4.52,-61.01,25.86,42,88,1.88,overcast clouds
1481,Omboue,GA,-1.57,9.26,26.68,100,56,5.88,light rain
1482,Sao Filipe,CV,14.9,-24.5,23.03,85,0,6.63,clear sky
1483,Kavaratti,IN,10.57,72.64,27.53,100,0,4.58,clear sky
1484,Port Hardy,CA,50.7,-127.42,5.0,30,5,8.2,clear sky
1485,Jamestown,AU,-33.21,138.6,25.01,70,0,3.23,clear sky
1486,Alto Longa,BR,-5.25,-42.21,21.93,98,64,2.23,moderate rain
1487,Colgong,IN,25.27,87.22,15.91,92,68,2.4,light rain
1488,Avarua,CK,-21.21,-159.78,29.0,66,0,7.2,clear sky
1490,Punta Arenas,CL,-53.16,-70.91,10.75,53,0,7.7,clear sky
1491,Ushuaia,AR,-54.81,-68.31,7.69,70,40,13.9,scattered clouds
1492,Qaanaaq,GL,77.48,-69.36,-25.35,81,20,2.78,few clouds
1493,Nhulunbuy,AU,-12.18,136.78,30.0,74,40,3.1,scattered clouds
1494,Ust-Ordynskiy,RU,52.8,104.75,-14.0,92,0,2.0,clear sky
1495,Port Lincoln,AU,-34.72,135.86,22.93,83,0,2.9,clear sky
1496,Itupiranga,BR,-5.13,-49.33,26.0,88,20,4.1,few clouds
1497,Butaritari,KI,3.07,172.79,27.61,100,88,7.43,light rain
1498,Barrow,AR,-38.31,-60.23,10.66,73,8,1.28,clear sky
1499,Tual,ID,-5.67,132.75,29.08,96,24,1.9,few clouds
